dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude
1789394550,1,-123.120364,49.263672,0.000000,2.001133,-1.000000,0.000000,1,0,64.230324
1789404440,1,-123.119615,49.263395,0.000000,20.263364,-1.000000,62.618580,1,0,29.311518
1789404481,1,-123.118874,49.263301,0.000000,27.012434,1.276877,54.937771,1,0,30.783272
1789404518,1,-123.118041,49.263269,0.000000,22.392863,-1.000000,60.734528,1,0,29.581636
1789404580,1,-123.117112,49.263259,0.000000,23.422824,-1.000000,67.626689,1,0,28.182704
1789404611,1,-123.116174,49.263218,0.000000,19.219557,-1.000000,68.424705,1,0,27.947822
1789404688,1,-123.115615,49.263251,0.000000,15.056552,0.380410,40.852160,1,0,24.929050
1789404757,1,-123.114922,49.262954,0.000000,25.235995,-1.000000,60.293084,1,0,27.182251
1789405277,1,-123.115656,49.263233,0.000000,16.742854,-1.000000,61.781644,1,0,30.595980
1789405319,1,-123.116636,49.263321,0.000000,24.307885,-1.000000,71.997883,1,0,26.981928
1789405612,1,-123.117438,49.263193,0.000000,21.124405,-1.000000,60.084535,1,0,27.795403
1789405656,1,-123.117923,49.263331,0.000000,18.031385,1.482534,38.492903,1,0,28.706087
1789405703,1,-123.119020,49.263275,0.000000,18.225855,-1.000000,80.088002,1,0,28.635090
1789405748,1,-123.120045,49.263254,0.000000,19.505909,-1.000000,74.641488,1,0,30.349133
1789409504,1,-123.120785,49.263564,0.000000,32.207283,-1.000000,63.950509,1,0,27.988030
1789409562,1,-123.121567,49.263370,0.000000,8.000000,5.850939,60.870251,1,0,34.360667
1789409571,1,-123.122303,49.263373,0.000000,8.000000,3.808109,53.571070,1,0,35.496428
1789409584,1,-123.122617,49.263366,0.000000,8.000000,0.027565,22.867865,1,0,36.222541
1789409610,1,-123.123339,49.263398,0.000000,8.000000,4.687124,52.671425,1,0,37.903346
1789409679,1,-123.124120,49.263430,0.000000,8.000000,5.482888,56.956705,1,0,39.950515
1789409689,1,-123.124891,49.263436,0.000000,8.000000,5.920039,56.121536,1,0,41.172827
1789409697,1,-123.125620,49.263440,0.000000,8.000000,4.810108,53.062459,1,0,43.105557
1789409729,1,-123.125936,49.263445,0.000000,8.000000,0.011932,23.006928,1,0,43.515015
1789409746,1,-123.126528,49.263456,0.000000,8.000000,1.836681,43.106366,1,0,45.380344
1789409765,1,-123.126544,49.264065,0.000000,8.000000,6.803635,67.740303,1,0,39.958226
1789409774,1,-123.126544,49.264569,0.000000,8.000000,5.837217,56.052614,1,0,36.028059
1789409785,1,-123.126540,49.264996,0.000000,8.000000,2.025579,47.489866,1,0,27.532261
1789409800,1,-123.126504,49.265445,0.000000,8.000000,4.198654,50.004351,1,0,20.592180
1789409814,1,-123.126467,49.265867,0.000000,7.452754,1.425893,47.009983,1,0,11.555049
1789409830,1,-123.125320,49.265944,0.000000,2.205908,12.625421,83.922573,1,0,11.526235
1789409837,1,-123.124032,49.265927,0.000000,2.986562,12.331103,93.766277,1,0,11.872368
1789409845,1,-123.122755,49.265933,0.000000,2.024376,11.789703,92.948975,1,0,11.827065
1789409853,1,-123.122000,49.265917,0.000000,2.067774,2.749441,54.981556,1,0,11.422771
1789409867,1,-123.120935,49.265894,0.000000,2.010669,9.771083,77.558330,1,0,12.133798
1789409875,1,-123.119952,49.265877,0.000000,6.842686,9.002447,71.572738,1,0,12.077011
1789409882,1,-123.118940,49.265863,0.000000,7.975111,10.079291,73.674983,1,0,11.884450
1789409889,1,-123.117895,49.265859,0.000000,7.999599,11.257960,76.061736,1,0,11.712883
1789409896,1,-123.116814,49.265874,0.000000,7.999995,11.121448,78.698380,1,0,11.603659
1789409903,1,-123.116156,49.265991,0.000000,8.000000,2.202491,49.628793,1,0,11.173806
1789409952,1,-123.115228,49.266383,0.000000,8.000000,11.805672,80.392194,1,0,10.042426
1789409958,1,-123.114303,49.266848,0.000000,8.000000,12.858736,84.895560,1,0,9.181944
1789409964,1,-123.113582,49.267208,0.000000,4.299302,7.114984,66.007098,1,0,7.573192
1789409984,1,-123.112739,49.267619,0.000000,4.321621,10.205298,76.512253,1,0,7.390590
1789409991,1,-123.111856,49.268048,0.000000,7.946767,11.375004,80.043055,1,0,6.881503
1789409998,1,-123.110999,49.268489,0.000000,7.999295,11.235123,79.349566,1,0,6.659420
1789410005,1,-123.110108,49.268895,0.000000,7.999990,11.262695,79.016825,1,0,6.295110
1789410013,1,-123.109658,49.269129,0.000000,8.000000,0.910965,41.830830,1,0,6.254189
1789410051,1,-123.108534,49.269282,0.000000,8.000000,13.145782,83.552891,1,0,6.767260
1789410058,1,-123.107266,49.269253,0.000000,8.000000,12.283663,92.338166,1,0,7.080525
1789410065,1,-123.106035,49.269232,0.000000,2.102300,12.884277,89.619498,1,0,7.356865
1789410072,1,-123.105260,49.269209,0.000000,2.098005,4.709206,56.460510,1,0,7.249428
1789410087,1,-123.104197,49.269188,0.000000,2.097492,11.767875,77.397699,1,0,8.371747
1789410094,1,-123.103179,49.269195,0.000000,2.124578,7.847508,74.091561,1,0,7.883126
1789410103,1,-123.102822,49.269192,0.000000,2.031967,0.160889,25.983700,1,0,7.726984
1789410131,1,-123.102547,49.269734,0.000000,5.252412,4.888865,63.514233,1,0,6.730893
1789410143,1,-123.102512,49.270481,0.000000,8.043444,11.138662,83.116693,1,0,7.466886
1789410149,1,-123.102276,49.271144,0.000000,8.000791,12.206081,75.709541,1,0,7.279017
1789410157,1,-123.101829,49.271941,0.000000,8.141042,13.757161,94.419632,1,0,6.659695
1789410163,1,-123.101625,49.272569,0.000000,8.002434,9.308166,71.403595,1,0,5.934531
1789410177,1,-123.101000,49.272872,0.000000,8.000098,4.707879,56.608601,1,0,6.079669
1789410196,1,-123.100143,49.272739,0.000000,8.000013,8.237635,64.100261,1,0,6.818598
1789410203,1,-123.099415,49.272617,0.000000,8.000001,4.768028,54.691755,1,0,5.905245
1789410213,1,-123.098365,49.272441,0.000000,8.000000,10.121676,78.883395,1,0,5.924287
1789410220,1,-123.097378,49.272279,0.000000,8.000000,11.092640,74.056388,1,0,6.052469
1789410227,1,-123.096278,49.272093,0.000000,5.149617,11.881798,82.684614,1,0,6.229049
1789410233,1,-123.095296,49.271924,0.000000,2.062057,12.751109,73.897652,1,0,6.398402
1789410239,1,-123.094277,49.271746,0.000000,2.001035,12.820262,76.756968,1,0,6.377540
1789410246,1,-123.092975,49.271524,0.000000,2.045470,14.154537,97.920027,1,0,7.532751
1789410252,1,-123.091842,49.271327,0.000000,2.337018,13.740656,85.317970,1,0,7.280835
1789410258,1,-123.090805,49.271146,0.000000,2.333501,12.836648,78.108707,1,0,7.359352
1789410264,1,-123.089788,49.270971,0.000000,2.039849,12.790370,76.530828,1,0,7.243767
1789410271,1,-123.088547,49.270779,0.000000,2.012408,13.830532,92.806754,1,0,6.975023
1789410278,1,-123.087270,49.270550,0.000000,2.072206,13.282124,96.363288,1,0,6.316410
1789410284,1,-123.086182,49.270369,0.000000,2.280131,14.426482,81.700566,1,0,6.153292
1789410290,1,-123.085002,49.270188,0.000000,2.360937,14.449767,88.205110,1,0,6.667474
1789410297,1,-123.083796,49.269998,0.000000,2.386339,13.021593,90.277462,1,0,7.698589
1789410304,1,-123.082612,49.269804,0.000000,2.079830,15.795247,88.828665,1,0,11.696956
1789410310,1,-123.081505,49.269658,0.000000,2.004763,13.100853,82.184727,1,0,14.739942
1789410316,1,-123.080617,49.269639,0.000000,2.047710,9.290206,64.661008,1,0,15.930847
1789410352,1,-123.079857,49.269636,0.000000,2.393930,5.475012,55.311951,1,0,14.750209
1789410362,1,-123.079241,49.269635,0.000000,2.647982,1.965626,44.831112,1,0,15.447284
1789410395,1,-123.078382,49.269632,0.000000,2.996800,8.463851,62.516815,1,0,15.643787
1789410402,1,-123.077498,49.269628,0.000000,3.080331,8.292777,64.336903,1,0,15.781376
1789410411,1,-123.076416,49.269623,0.000000,3.093476,11.003538,78.747318,1,0,20.803760
1789410418,1,-123.075444,49.269612,0.000000,3.110822,9.537277,70.750455,1,0,26.206309
1789410425,1,-123.074430,49.269610,0.000000,3.101445,10.711209,73.796937,1,0,31.870606
1789410432,1,-123.073945,49.269602,0.000000,3.112748,0.502420,35.308425,1,0,34.122351
1789410464,1,-123.072966,49.269602,0.000000,3.138610,10.276834,71.249460,1,0,37.948059
1789410471,1,-123.071739,49.269593,0.000000,3.240380,14.070298,89.304005,1,0,40.188125
1789410477,1,-123.070786,49.269575,0.000000,3.249907,8.473379,69.386179,1,0,42.348302
1789410495,1,-123.069846,49.269565,0.000000,3.225306,8.288054,68.420259,1,0,47.146637
1789410502,1,-123.068702,49.269558,0.000000,3.311217,14.030183,83.261592,1,0,48.916004
1789410508,1,-123.067533,49.269550,0.000000,3.357299,14.297990,85.082069,1,0,49.487796
1789410515,1,-123.066214,49.269543,0.000000,3.375835,12.179698,95.997219,1,0,42.874531
1789410522,1,-123.065063,49.269532,0.000000,3.356848,12.078252,83.776276,1,0,44.788838
1789410528,1,-123.064005,49.269528,0.000000,3.350265,13.479429,77.000327,1,0,49.842606
1789410535,1,-123.062855,49.269520,0.000000,3.325575,13.178276,83.699384,1,0,51.523333
1789410541,1,-123.061903,49.269511,0.000000,3.323297,11.050095,69.291878,1,0,55.273263
1789410548,1,-123.061396,49.269507,0.000000,3.304942,0.271214,36.901138,1,0,56.630996
1789410562,1,-123.060232,49.269488,0.000000,3.547941,10.623041,84.739972,1,0,56.104538
1789410570,1,-123.059059,49.269480,0.000000,3.648380,10.059102,85.373262,1,0,56.888125
1789410577,1,-123.058438,49.269468,0.000000,3.713688,2.419623,45.214861,1,0,57.728565
1789410599,1,-123.057624,49.269448,0.000000,3.601506,7.249442,59.283080,1,0,60.240403
1789410606,1,-123.056629,49.269420,0.000000,3.678059,12.462837,72.481124,1,0,63.526029
1789410612,1,-123.055404,49.269411,0.000000,3.747407,15.592560,89.158796,1,0,62.907307
1789410618,1,-123.054132,49.269409,0.000000,3.761511,15.051581,92.573975,1,0,57.972447
1789410624,1,-123.052908,49.269406,0.000000,3.769822,14.725285,89.080932,1,0,55.328312
1789410631,1,-123.051627,49.269406,0.000000,3.754201,12.931825,93.228634,1,0,55.184222
1789410637,1,-123.050560,49.269405,0.000000,3.744989,12.797397,77.654224,1,0,56.142893
1789410644,1,-123.049329,49.269406,0.000000,3.735748,12.388869,89.589826,1,0,57.678396
1789410650,1,-123.048567,49.269405,0.000000,3.732332,5.626754,55.456982,1,0,58.619356
1789410680,1,-123.047741,49.269410,0.000000,3.947828,6.215286,60.117249,1,0,60.145476
1789410696,1,-123.046979,49.269406,0.000000,3.921475,3.909169,55.458677,1,0,61.126759
1789410712,1,-123.046295,49.269400,0.000000,3.835150,2.904625,49.784683,1,0,62.152074
1789410739,1,-123.045534,49.269412,0.000000,3.602821,5.275592,55.400215,1,0,64.399752
1789410749,1,-123.045066,49.269406,0.000000,3.576003,0.825530,34.066697,1,0,65.165392
1789410793,1,-123.043884,49.269403,0.000000,3.404419,13.640833,86.024421,1,0,69.523845
1789410800,1,-123.042567,49.269399,0.000000,3.508636,13.460385,95.849891,1,0,69.741298
1789410806,1,-123.041453,49.269397,0.000000,3.525130,13.646824,81.075185,1,0,68.068585
1789410812,1,-123.040297,49.269399,0.000000,3.511027,13.884351,84.131813,1,0,63.111199
1789410819,1,-123.038969,49.269400,0.000000,3.508294,13.672432,96.649349,1,0,58.453002
1789410824,1,-123.037823,49.269397,0.000000,3.486607,14.014586,83.404278,1,0,53.275520
1789410830,1,-123.036676,49.269398,0.000000,3.492437,13.534571,83.476400,1,0,48.787175
1789410837,1,-123.035647,49.269393,0.000000,3.490405,7.341047,74.890562,1,0,48.484708
1789410847,1,-123.035216,49.269387,0.000000,3.629904,0.535579,31.374388,1,0,48.737600
1789410864,1,-123.034016,49.269383,0.000000,3.789897,10.988442,87.334653,1,0,47.808677
1789410871,1,-123.032913,49.269384,0.000000,3.815136,12.027789,80.274101,1,0,42.900270
1789410879,1,-123.031826,49.269385,0.000000,3.829799,8.721507,79.109589,1,0,37.035558
1789410887,1,-123.030768,49.269379,0.000000,3.783804,10.007919,77.001786,1,0,33.190959
1789410895,1,-123.029532,49.269380,0.000000,3.732336,11.599332,89.953343,1,0,27.607475
1789410902,1,-123.028460,49.269299,0.000000,3.618801,10.550998,78.536033,1,0,23.516130
1789410909,1,-123.027711,49.268703,0.000000,3.324325,13.419305,85.819627,1,0,26.175608
1789410916,1,-123.027227,49.267989,0.000000,3.304303,16.218854,86.869785,1,0,29.255257
1789410921,1,-123.026773,49.267225,0.000000,3.313039,18.480535,91.166748,1,0,28.476583
1789410926,1,-123.026465,49.266435,0.000000,3.390291,17.774793,90.674529,1,0,28.458092
1789410932,1,-123.026247,49.265437,0.000000,3.416438,19.919764,112.121213,1,0,30.274973
1789410938,1,-123.026128,49.264347,0.000000,3.420627,20.324259,121.533848,1,0,32.079080
1789410943,1,-123.025882,49.263269,0.000000,3.413301,20.412267,121.219876,1,0,33.908442
1789410948,1,-123.025320,49.262379,0.000000,3.404953,21.665293,107.100969,1,0,34.972824
1789410954,1,-123.024389,49.261458,0.000000,3.400946,20.570393,122.815259,1,0,35.479558
1789410960,1,-123.023187,49.260617,0.000000,3.398270,21.496989,128.071641,1,0,36.527834
1789410965,1,-123.022159,49.259914,0.000000,3.394853,21.741829,108.218722,1,0,37.764236
1789410970,1,-123.021113,49.259200,0.000000,3.393597,21.921135,110.008460,1,0,38.517656
1789410975,1,-123.020051,49.258477,0.000000,3.389369,23.145499,111.542357,1,0,38.262200
1789410980,1,-123.018814,49.257803,0.000000,3.379873,23.189652,117.161477,1,0,35.088960
1789410984,1,-123.017675,49.257485,0.000000,3.375710,22.498984,90.138341,1,0,33.096984
1789410989,1,-123.016172,49.257373,0.000000,3.369764,21.970664,110.113542,1,0,32.613460
1789410994,1,-123.014751,49.257475,0.000000,3.369097,20.129889,104.057960,1,0,31.739677
1789410999,1,-123.013385,49.257577,0.000000,3.362859,20.111967,100.079176,1,0,29.517944
1789411004,1,-123.011957,49.257592,0.000000,3.354082,21.199159,103.960638,1,0,26.294988
1789411009,1,-123.010466,49.257579,0.000000,3.352402,21.919179,108.542737,1,0,23.165758
1789411015,1,-123.008630,49.257562,0.000000,3.355343,22.635371,133.659720,1,0,21.135752
1789411019,1,-123.007357,49.257552,0.000000,3.352240,23.425241,92.671035,1,0,20.645000
1789411024,1,-123.005748,49.257547,0.000000,3.351078,23.453361,117.123825,1,0,20.413137
1789411028,1,-123.004461,49.257554,0.000000,3.346417,23.435281,93.686675,1,0,19.993801
1789411032,1,-123.003165,49.257550,0.000000,3.355014,24.215602,94.339613,1,0,19.737360
1789411036,1,-123.001799,49.257561,0.000000,3.346272,24.800931,99.441534,1,0,19.626538
1789411042,1,-123.000110,49.257597,0.000000,3.344945,24.636133,123.011035,1,0,20.151899
1789411047,1,-122.998412,49.257658,0.000000,3.343485,24.787133,123.787032,1,0,19.750274
1789411051,1,-122.997024,49.257720,0.000000,3.343057,26.104150,101.270453,1,0,19.535448
1789411056,1,-122.995227,49.257776,0.000000,3.343881,25.956934,130.955591,1,0,20.356652
1789411059,1,-122.993793,49.257795,0.000000,3.343614,26.084205,104.405273,1,0,20.914665
1789411063,1,-122.992356,49.257798,0.000000,3.342630,26.019919,104.602805,1,0,21.452405
1789411068,1,-122.990578,49.257784,0.000000,3.342965,25.784358,129.433779,1,0,23.761856
1789411072,1,-122.989153,49.257816,0.000000,3.340356,25.951858,103.789862,1,0,26.066023
1789411076,1,-122.987719,49.257815,0.000000,3.337509,26.154245,104.384049,1,0,27.747715
1789411080,1,-122.986276,49.257810,0.000000,3.335475,26.260820,105.040608,1,0,28.113785
1789411084,1,-122.984828,49.257756,0.000000,3.330543,26.418376,105.574045,1,0,26.943699
1789411088,1,-122.983398,49.257565,0.000000,3.326966,26.470247,106.238123,1,0,24.766851
1789411092,1,-122.982062,49.257241,0.000000,3.328013,25.475846,103.711395,1,0,24.253149
1789411096,1,-122.980836,49.256801,0.000000,3.322700,25.529720,101.778926,1,0,25.661458
1789411101,1,-122.979445,49.256087,0.000000,3.318338,25.838125,128.677637,1,0,27.834350
1789411105,1,-122.978493,49.255393,0.000000,3.314447,25.988034,103.728067,1,0,29.399218
1789411109,1,-122.977697,49.254614,0.000000,3.310302,26.102803,104.226979,1,0,30.664298
1789411113,1,-122.976970,49.253796,0.000000,3.305791,26.339414,105.248843,1,0,30.492203
1789411118,1,-122.976066,49.252774,0.000000,3.303818,26.218692,131.339369,1,0,29.301728
1789411122,1,-122.975347,49.251958,0.000000,3.303529,26.163293,104.764426,1,0,28.456981
1789411126,1,-122.974628,49.251145,0.000000,3.302309,26.114939,104.475525,1,0,27.446897
1789411130,1,-122.973910,49.250332,0.000000,3.301280,26.088655,104.439053,1,0,26.219442
1789411134,1,-122.973187,49.249514,0.000000,3.308716,26.338245,105.102636,1,0,25.374724
1789411139,1,-122.972243,49.248454,0.000000,3.314173,27.557199,136.459871,1,0,24.296920
1789411143,1,-122.971486,49.247600,0.000000,3.315956,27.357038,109.810587,1,0,23.703908
1789411148,1,-122.970541,49.246532,0.000000,3.315671,27.543539,137.265684,1,0,23.428292
1789411152,1,-122.969782,49.245675,0.000000,3.315169,27.506417,110.172244,1,0,23.199108
1789411156,1,-122.969030,49.244836,0.000000,3.313948,26.017880,108.186234,1,0,22.503272
1789411160,1,-122.968288,49.244137,0.000000,3.312583,22.246788,94.666900,1,0,21.525681
1789411166,1,-122.967350,49.243439,0.000000,3.315547,19.966034,103.397079,1,0,20.407205
1789411171,1,-122.966302,49.242848,0.000000,3.311385,21.098618,100.713831,1,0,19.603640
1789411176,1,-122.965298,49.242413,0.000000,3.306736,13.336955,87.663473,1,0,18.585262
1789411183,1,-122.964265,49.242062,0.000000,3.426387,9.291764,84.743431,1,0,17.709959
1789411191,1,-122.963511,49.241862,0.000000,3.493222,5.921245,59.236553,1,0,17.835977
1789411202,1,-122.962646,49.241678,0.000000,3.502039,6.929275,66.225196,1,0,17.657381
1789411212,1,-122.961742,49.241506,0.000000,3.498902,6.644669,68.547221,1,0,18.102263
1789411222,1,-122.960758,49.241320,0.000000,3.495450,9.717037,74.575569,1,0,19.283142
1789411230,1,-122.959663,49.241102,0.000000,3.493213,11.227450,83.336293,1,0,20.574452
1789411236,1,-122.958680,49.240885,0.000000,3.544206,12.987004,75.535513,1,0,22.072947
1789411243,1,-122.957486,49.240589,0.000000,3.620817,12.971764,92.963990,1,0,22.766765
1789411249,1,-122.956571,49.240335,0.000000,3.632430,11.900060,72.366293,1,0,23.415251
1789411255,1,-122.955602,49.240049,0.000000,3.632799,13.326649,77.395150,1,0,23.835065
1789411261,1,-122.954542,49.239732,0.000000,3.630785,14.817006,84.853759,1,0,24.438244
1789411267,1,-122.953321,49.239367,0.000000,3.630137,18.093908,97.735092,1,0,25.285298
1789411272,1,-122.952033,49.238983,0.000000,3.633210,22.138844,103.050667,1,0,26.334452
1789411276,1,-122.950866,49.238632,0.000000,3.702050,23.435809,93.519648,1,0,26.486667
1789411280,1,-122.949678,49.238272,0.000000,3.738485,24.153613,95.327496,1,0,26.383004
1789411285,1,-122.948109,49.237825,0.000000,3.754207,25.534098,124.603691,1,0,26.750845
1789411290,1,-122.946403,49.237446,0.000000,3.757098,26.304191,131.189454,1,0,26.858691
1789411295,1,-122.944645,49.237167,0.000000,3.757613,26.461593,131.727083,1,0,25.785453
1789411300,1,-122.942829,49.236992,0.000000,3.758159,26.991978,133.668558,1,0,24.646199
1789411304,1,-122.941326,49.236891,0.000000,3.756536,27.544742,110.025759,1,0,23.897650
1789411309,1,-122.939475,49.236763,0.000000,3.756360,26.135166,135.542403,1,0,23.367948
1789411314,1,-122.937739,49.236644,0.000000,3.757100,25.448339,127.109166,1,0,24.120045
1789411319,1,-122.936023,49.236528,0.000000,3.756196,24.808055,125.626058,1,0,25.178748
1789411323,1,-122.934687,49.236437,0.000000,3.755123,24.286391,97.814664,1,0,25.783153
1789411327,1,-122.933379,49.236351,0.000000,3.753661,23.751345,95.729684,1,0,25.933321
1789411331,1,-122.932084,49.236302,0.000000,3.753412,23.585681,94.461330,1,0,25.895042
1789411335,1,-122.930775,49.236318,0.000000,3.751388,24.035882,95.340112,1,0,25.493992
1789411340,1,-122.929112,49.236444,0.000000,3.750603,24.540152,121.910400,1,0,25.056642
1789411345,1,-122.927448,49.236688,0.000000,3.750706,24.975967,124.176509,1,0,24.592663
1789411349,1,-122.926138,49.236968,0.000000,3.750136,25.119829,100.350206,1,0,24.198493
1789411354,1,-122.924526,49.237431,0.000000,3.752293,25.868463,128.185465,1,0,23.507203
1789411359,1,-122.922954,49.238029,0.000000,3.751863,26.833168,132.392435,1,0,23.111736
1789411363,1,-122.921743,49.238609,0.000000,3.749064,27.493764,109.260130,1,0,22.608145
1789411367,1,-122.920598,49.239257,0.000000,3.746615,27.520306,110.208982,1,0,22.336308
1789411372,1,-122.919186,49.240077,0.000000,3.744573,27.489694,137.439149,1,0,22.520190
1789411376,1,-122.918061,49.240731,0.000000,3.742720,27.320520,109.553135,1,0,22.819558
1789411380,1,-122.916935,49.241382,0.000000,3.741655,27.394539,109.386489,1,0,23.166830
1789411385,1,-122.915520,49.242203,0.000000,3.739211,27.526860,137.676422,1,0,23.666259
1789411390,1,-122.914110,49.243019,0.000000,3.740051,27.289282,137.035241,1,0,24.094128
1789411394,1,-122.912975,49.243676,0.000000,3.736885,27.535175,110.319486,1,0,24.439521
1789411399,1,-122.911556,49.244491,0.000000,3.736358,27.494929,137.445439,1,0,25.087821
